algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_clauses_total,num_conflicts,num_time_points,num_traveltime,num_vars_total,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.032625103,2.1319388576025746,20.931034088134766,5915,33,5526,Continuous,0,232,5526,10,origA1,4774,64,2650,1304,1717,36,1,39.874658000000004,MaxSatDddLadderRC2,0.006785994,ok,0.039410728,29,51,143,5526
0.015585552,2.28,19.0,3735,33,5804,Continuous,1,187,5804,17,origA2,5896,85,2223,1111,2350,68,1,30.385099,MaxSatDddLadderRC2,0.01433553,ok,0.02992061,25,53,64,5804
0.012651565,1.7677595628415301,22.375,2061,33,1329,Continuous,2,133,1329,7,origA3,1872,22,1294,524,671,27,1,16.03297,MaxSatDddLadderRC2,0.000920582,ok,0.013571743,16,15,91,1329
0.006445499,1.9293478260869565,19.214284896850586,1175,33,2706,Continuous,3,98,2706,8,origA4,1758,21,1065,477,637,25,1,7.380934,MaxSatDddLadderRC2,0.000576571,ok,0.007021665,14,13,60,2706
0.005549775,1.9683544303797469,19.25,876,33,2634,Continuous,4,104,2634,8,origA5,1479,16,933,431,517,15,1,6.414725,MaxSatDddLadderRC2,0.000540093,ok,0.006089326,12,11,76,2634
0.011226696000000001,1.738562091503268,18.625,307,33,2043,Continuous,5,93,2043,4,origA6,743,5,532,218,261,10,1,12.136838000000001,MaxSatDddLadderRC2,0.000233424,ok,0.011459318,8,2,79,2043
0.0031136690000000003,2.657142857142857,12.625,126,33,1918,Continuous,6,81,1918,9,origA7,1093,12,558,330,375,12,1,3.743182,MaxSatDddLadderRC2,0.000287272,ok,0.003400574,8,7,62,1918
0.09811969200001158,5.015398550724638,19.214284896850586,4877,33,,Continuous,7,898,22577,46,origA8,178764,437,5537,3876,57210,777,1,120487.398669,MaxSatDddLadderRC2,120.38427601,timeout,120.482395114,28,119,1,37305
0.014357616,3.132603406326034,20.049999237060547,2616,33,6178,Continuous,8,237,6178,13,origA9,6230,101,2575,1592,2298,64,1,27.912312,MaxSatDddLadderRC2,0.013080291,ok,0.027437453,20,70,101,6178
0.012216943000000001,3.4062992125984253,18.176469802856445,1632,33,4746,Continuous,9,228,4746,12,origA10,5536,76,2163,1405,2036,49,1,28.597533000000002,MaxSatDddLadderRC2,0.015965055,ok,0.028181364,17,46,131,4746
0.029950485,3.4770491803278687,19.83333396911621,6162,33,3331,Continuous,10,238,3331,14,origA11,17425,187,4242,2707,6821,106,1,110.293031,MaxSatDddLadderRC2,0.079603645,ok,0.109553728,30,97,33,3331
0.06315029399999972,3.802250803858521,21.714284896850586,6393,33,4247,Continuous,11,559,4247,15,origA12,132952,219,4730,3139,42765,383,1,16797.033423999997,MaxSatDddLadderRC2,16.729602722,ok,16.792752305,28,99,75,4247
0.005398965,1.250778816199377,17.33333396911621,2022,25,969,Continuous,12,92,969,4,origB1,518,5,803,152,181,6,1,5.919257,MaxSatDddLadderRC2,0.000181427,ok,0.005580055,18,3,83,969
0.0019295839999999998,1.5163398692810457,14.800000190734863,87,25,347,Continuous,13,52,347,4,origB2,250,4,232,71,86,4,1,2.44994,MaxSatDddLadderRC2,5.5032e-05,ok,0.001984191,5,3,45,347
0.0022682350000000004,2.491329479768786,16.799999237060547,136,20,629,Continuous,14,85,629,6,origB3,835,9,431,243,293,10,1,2.805198,MaxSatDddLadderRC2,0.000233804,ok,0.002501684,5,6,69,629
0.008551498999999999,2.3799392097264436,15.949999809265137,2246,25,53607,Continuous,15,126,53607,19,origB4,2943,91,1566,820,1018,18,2,11.810618,MaxSatDddLadderRC2,0.002842459,ok,0.011393616,20,41,64,53607
0.0026913889999999998,1.7978142076502732,17.799999237060547,136,25,288,Continuous,16,104,288,4,origB5,459,4,329,138,159,4,1,3.227578,MaxSatDddLadderRC2,0.000150266,ok,0.002841301,5,3,97,288
0.0022365889999999998,1.3184713375796178,15.199999809265137,93,25,176,Continuous,17,41,176,3,origB6,158,2,207,46,54,3,1,2.570662,MaxSatDddLadderRC2,3.2302e-05,ok,0.002268545,5,1,37,176
0.023788684999999976,3.634920634920635,15.25,2865,25,65828,Continuous,18,415,65828,34,origB7,43807,321,2748,1910,15902,291,1,2641.67509,MaxSatDddLadderRC2,2.616408367,ok,2.640196595,24,95,27,65828
0.001794218,1.2877697841726619,13.399999618530273,72,25,676,Continuous,19,43,676,2,origB8,135,1,179,38,46,5,1,2.140101,MaxSatDddLadderRC2,3.0748e-05,ok,0.001824536,5,0,38,676
0.002885146,3.081218274111675,13.571428298950195,150,25,5967,Continuous,20,112,5967,11,origB9,1425,18,607,383,517,19,1,3.911009,MaxSatDddLadderRC2,0.00070531,ok,0.003590049,7,12,79,5967
0.002762137,2.763157894736842,11.375,130,25,5747,Continuous,21,84,5747,8,origB10,1113,17,525,307,398,17,1,3.441098,MaxSatDddLadderRC2,0.000335628,ok,0.003097395,8,11,54,5747
