algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.017523571,1.5325824617860015,20.931034088134766,5915,33,11,FiniteSteps123,0,127,11,7,origA1,609,1905,609,11,1,18.856336000000002,MaxSatDddLadderScl,0.001008163,ok,0.018530931,29,25,89,11
0.013745608999999999,1.6564102564102565,19.0,3735,33,25,FiniteSteps123,1,102,25,6,origA2,579,1615,579,25,1,16.607951999999997,MaxSatDddLadderScl,0.000645153,ok,0.014389906,25,25,50,25
0.009681461,1.7021857923497268,22.375,2061,33,10,FiniteSteps123,2,99,10,8,origA3,480,1246,480,10,2,10.711557,MaxSatDddLadderScl,0.000698282,ok,0.010379015,16,16,70,10
0.006836571,1.9710144927536233,19.214284896850586,1175,33,17,FiniteSteps123,3,144,17,6,origA4,501,1088,501,17,1,7.993625000000001,MaxSatDddLadderScl,0.000871577,ok,0.007707375,14,16,109,17
0.00539158,1.7257383966244726,19.25,876,33,15,FiniteSteps123,4,117,15,5,origA5,322,818,322,15,1,6.471804000000001,MaxSatDddLadderScl,0.000499006,ok,0.005889799,12,9,91,15
0.00338077,1.6993464052287581,18.625,307,33,10,FiniteSteps123,5,93,10,4,origA6,205,520,205,10,1,3.987474,MaxSatDddLadderScl,0.000245314,ok,0.003625205,8,3,78,10
0.0025874879999999998,1.8952380952380952,12.625,126,33,10,FiniteSteps123,6,55,10,6,origA7,174,398,174,10,1,2.973818,MaxSatDddLadderScl,0.000120634,ok,0.002707253,8,5,38,10
0.028988897,3.477355072463768,19.214284896850586,4877,33,31,FiniteSteps123,7,269,31,18,origA8,2496,3839,2496,31,1,41.630701,MaxSatDddLadderScl,0.012167968,ok,0.04115607,28,88,148,31
0.011665794,2.2007299270072993,20.049999237060547,2616,33,18,FiniteSteps123,8,138,18,11,origA9,886,1809,886,18,1,14.353352,MaxSatDddLadderScl,0.001628386,ok,0.013293183,20,49,69,18
0.0071043420000000005,1.925984251968504,18.176469802856445,1632,33,17,FiniteSteps123,9,89,17,9,origA10,529,1223,529,17,1,8.063153999999999,MaxSatDddLadderScl,0.000611909,ok,0.007715573,17,22,48,17
0.019695805,2.40327868852459,19.83333396911621,6162,33,23,FiniteSteps123,10,105,23,11,origA11,1526,2932,1526,23,1,23.062124,MaxSatDddLadderScl,0.002959997,ok,0.02265484,30,62,18,23
0.024951275000000002,2.5763665594855305,21.714284896850586,6393,33,24,FiniteSteps123,11,154,24,11,origA12,1764,3205,1764,24,1,32.345208,MaxSatDddLadderScl,0.006982228,ok,0.031932711,28,68,60,24
0.005019704,1.1199376947040498,17.33333396911621,2022,25,4,FiniteSteps123,12,39,4,4,origB1,71,719,71,4,1,5.371582,MaxSatDddLadderScl,4.442e-05,ok,0.005063178,18,2,31,4
0.001979127,1.5163398692810457,14.800000190734863,87,25,5,FiniteSteps123,13,53,5,4,origB2,72,232,72,5,1,2.290724,MaxSatDddLadderScl,5.4315e-05,ok,0.002032671,5,3,45,5
0.002450488,2.0,16.799999237060547,136,20,5,FiniteSteps123,14,50,5,6,origB3,161,346,161,5,1,2.8358179999999997,MaxSatDddLadderScl,0.000106777,ok,0.002556299,5,5,38,5
0.007018514,1.7887537993920972,15.949999809265137,2246,25,16,FiniteSteps123,15,100,16,13,origB4,448,1177,448,16,1,8.158505,MaxSatDddLadderScl,0.00072687,ok,0.007744706,20,38,44,16
0.002309712,1.6010928961748634,17.799999237060547,136,25,2,FiniteSteps123,16,73,2,4,origB5,105,293,105,2,1,2.765409,MaxSatDddLadderScl,0.000113329,ok,0.00242246,5,3,66,2
0.00215383,1.0127388535031847,15.199999809265137,93,25,2,FiniteSteps123,17,2,2,2,origB6,0,159,0,2,1,2.443459,MaxSatDddLadderScl,6.756e-06,ok,0.002160013,5,0,0,2
0.012181191000000001,2.791005291005291,15.25,2865,25,25,FiniteSteps123,18,156,25,21,origB7,1329,2110,1329,25,1,17.069324,MaxSatDddLadderScl,0.003871889,ok,0.016052218,24,45,84,25
0.001882654,1.014388489208633,13.399999618530273,72,25,6,FiniteSteps123,19,6,6,2,origB8,0,141,0,6,1,2.162045,MaxSatDddLadderScl,8.99e-06,ok,0.001890695,5,0,0,6
0.003016106,2.781725888324873,13.571428298950195,150,25,7,FiniteSteps123,20,96,7,8,origB9,327,548,327,7,1,3.692768,MaxSatDddLadderScl,0.000393331,ok,0.00340754,7,9,78,7
0.002935451,2.663157894736842,11.375,130,25,10,FiniteSteps123,21,64,10,8,origB10,286,506,286,10,1,3.491749,MaxSatDddLadderScl,0.000223741,ok,0.003158638,8,12,40,10
0.010321448,2.832704402515723,15.399999618530273,3202,25,23,FiniteSteps123,22,112,23,31,origB11,1379,2252,1379,23,1,13.302430000000001,MaxSatDddLadderScl,0.002663985,ok,0.012984662,25,67,20,23
0.0038368810000000003,1.5576923076923077,16.214284896850586,970,25,6,FiniteSteps123,23,54,6,7,origB12,225,729,225,6,1,4.529603,MaxSatDddLadderScl,0.000139307,ok,0.003975359,14,16,32,6
0.033820309,4.005631536604988,20.931034088134766,5915,33,23,FiniteSteps123,24,184,23,29,trackA1,3401,4979,3401,23,2,55.822655,MaxSatDddLadderScl,0.021409126,ok,0.055228752,29,88,70,23
0.020757786,3.9815384615384617,19.0,3735,33,33,FiniteSteps123,25,171,33,20,trackA2,2640,3882,2640,33,1,30.605189000000003,MaxSatDddLadderScl,0.009412363,ok,0.030169355,25,78,58,33
