algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_clauses_total,num_conflicts,num_time_points,num_traveltime,num_vars_total,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.017254626,1.5181013676588897,20.931034088134766,5915,33,11,FiniteSteps123,0,127,11,7,origA1,1972,30,1887,594,669,11,1,18.771207,MaxSatDddLadderRC2,0.000997502,ok,0.018251773,29,24,90,11
0.012519125,1.5661538461538462,19.0,3735,33,25,FiniteSteps123,1,94,25,6,origA2,1753,35,1527,496,592,25,2,13.538254,MaxSatDddLadderRC2,0.000567324,ok,0.013085956,25,17,49,25
0.009428426,1.8442622950819672,22.375,2061,33,10,FiniteSteps123,2,128,10,8,origA3,1896,26,1350,574,640,10,1,10.91277,MaxSatDddLadderRC2,0.001055415,ok,0.010483341,16,19,97,10
0.0067939260000000005,1.9492753623188406,19.214284896850586,1175,33,17,FiniteSteps123,3,138,17,6,origA4,1642,21,1076,487,559,17,1,7.869516999999999,MaxSatDddLadderRC2,0.000771078,ok,0.007564629,14,15,104,17
0.006266183,1.9409282700421941,19.25,876,33,15,FiniteSteps123,4,149,15,6,origA5,1395,17,920,417,472,15,1,7.4231810000000005,MaxSatDddLadderRC2,0.000830136,ok,0.007095997,12,12,120,15
0.003862129,1.6993464052287581,18.625,307,33,10,FiniteSteps123,5,93,10,4,origA6,681,6,520,204,230,10,1,4.53396,MaxSatDddLadderRC2,0.000266646,ok,0.00412827,8,3,78,10
0.0027571889999999997,1.8952380952380952,12.625,126,33,10,FiniteSteps123,6,55,10,6,origA7,597,10,398,173,200,10,1,3.1826559999999997,MaxSatDddLadderRC2,0.000124645,ok,0.002881478,8,5,38,10
0.030203603000000002,3.5380434782608696,19.214284896850586,4877,33,31,FiniteSteps123,7,208,31,18,origA8,8494,225,3906,2457,2872,31,1,39.284206000000005,MaxSatDddLadderRC2,0.008582343,ok,0.038785435,28,88,87,31
0.011135573000000001,2.27007299270073,20.049999237060547,2616,33,18,FiniteSteps123,8,133,18,10,origA9,3183,68,1866,926,1074,18,1,12.968475,MaxSatDddLadderRC2,0.00145944,ok,0.012594549,20,46,67,18
0.007354682,1.9952755905511812,18.176469802856445,1632,33,17,FiniteSteps123,9,90,17,10,origA10,1950,42,1267,560,659,17,1,8.365251,MaxSatDddLadderRC2,0.000647757,ok,0.008002133,17,25,46,17
0.020483084000000002,2.4,19.83333396911621,6162,33,23,FiniteSteps123,10,120,23,11,origA11,5238,106,2928,1525,1799,23,1,24.719971,MaxSatDddLadderRC2,0.003647728,ok,0.024130462,30,61,34,23
0.028322869,2.417202572347267,21.714284896850586,6393,33,24,FiniteSteps123,11,220,24,9,origA12,5427,103,3007,1585,1861,24,1,38.843586,MaxSatDddLadderRC2,0.010024027,ok,0.038346396,28,59,135,24
0.004732377,1.1199376947040498,17.33333396911621,2022,25,4,FiniteSteps123,12,39,4,4,origB1,241,4,719,70,81,4,1,5.116123,MaxSatDddLadderRC2,4.2171e-05,ok,0.004774213,18,2,31,4
0.001749455,1.5163398692810457,14.800000190734863,87,25,5,FiniteSteps123,13,53,5,4,origB2,253,4,232,71,87,5,1,2.098684,MaxSatDddLadderRC2,5.3211e-05,ok,0.001802236,5,3,45,5
0.002098652,2.0,16.799999237060547,136,20,5,FiniteSteps123,14,50,5,6,origB3,540,8,346,160,183,5,1,2.493331,MaxSatDddLadderRC2,0.00010294,ok,0.002201282,5,5,38,5
0.006896609999999999,2.074468085106383,15.949999809265137,2246,25,16,FiniteSteps123,15,108,16,13,origB4,2177,79,1365,610,731,16,1,8.223533999999999,MaxSatDddLadderRC2,0.000999599,ok,0.007895857,20,46,44,16
