algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,time_to_best_value_ms,time_to_first_solution_ms,time_to_optimality_ms,time_to_prove_best_value_ms,total_time,trains,travel_and_resource_iters,travel_iters,ub,value_trace_version
0.0018648550000000001,1.1151079136690647,13.399999618530273,72,25,6,InfiniteSteps180,19,16,6,2,origB8,1,155,12,16,1,3.2943540000000002,SatDddSclTotalizer,0.001062358,ok,2.380465,2.380465,2.5234110000000003,2.5234110000000003,0.002926925,5,0,12,6,1
0.0035915409999999993,3.598984771573604,13.571428298950195,150,25,35,InfiniteSteps180,20,102,35,10,origB9,28,709,408,102,1,10.897267000000001,SatDddSclTotalizer,0.006885793,ok,8.401176999999999,7.391481,10.012408,10.012408,0.010477026,7,19,76,35,1
0.0037665990000000007,3.531578947368421,11.375,130,25,34,InfiniteSteps180,21,88,34,12,origB10,22,671,397,87,1,10.335666999999999,SatDddSclTotalizer,0.0059072,ok,9.192195,5.231969,9.192195,8.540236,0.009673517,8,14,67,34,1
0.04131551699999997,9.056603773584905,15.399999618530273,3202,25,425,InfiniteSteps180,22,547,425,117,origB11,1222,7200,3443,546,12,286.48249,SatDddSclTotalizer,0.243913064,ok,282.981767,13.899697000000002,282.981767,214.468837,0.285228253,25,282,244,425,1
0.00475935,2.1452991452991452,16.214284896850586,970,25,6,InfiniteSteps180,23,116,6,10,origB12,33,1004,412,115,1,12.226325999999998,SatDddSclTotalizer,0.006955293,ok,11.151212000000001,3.624329,11.151212000000001,4.523774,0.011714366,14,21,90,6,1
0.07337042399999999,9.84875301689461,20.931034088134766,5915,33,60,InfiniteSteps180,24,420,60,44,trackA1,740,12242,8515,419,2,352.933643,SatDddSclTotalizer,0.277866936,ok,350.636979,28.425943,350.636979,150.682739,0.351237035,29,272,140,60,1
0.044139602,8.393846153846154,19.0,3735,33,48,InfiniteSteps180,25,347,48,37,trackA2,520,8184,5504,346,1,265.468433,SatDddSclTotalizer,0.220262939,ok,263.77847399999996,20.57988,263.77847399999996,233.58390400000002,0.264402268,25,189,150,48,1
0.025899955999999988,7.049180327868853,22.375,2061,33,18,InfiniteSteps180,26,426,18,28,trackA3,245,5160,3603,425,1,127.60734900000001,SatDddSclTotalizer,0.100924041,ok,126.22002199999999,9.439523,126.22002199999999,112.966801,0.126823669,16,133,287,18,1
0.008814527999999999,3.552536231884058,19.214284896850586,1175,33,18,InfiniteSteps180,27,185,18,14,trackA4,75,1961,1126,185,1,28.866326,SatDddSclTotalizer,0.019542745,ok,27.407125,4.659148999999999,27.750735,27.750735,0.028356941,14,44,135,18,1
0.008829571000000005,3.4472573839662446,19.25,876,33,19,InfiniteSteps180,28,242,19,15,trackA5,59,1634,950,241,2,33.309715,SatDddSclTotalizer,0.02387356,ok,31.389260000000004,6.0685080000000005,31.389260000000004,28.063505,0.032702862,12,41,193,19,1
0.0035048979999999993,2.0620915032679736,18.625,307,33,11,InfiniteSteps180,29,110,11,7,trackA6,14,631,275,109,1,9.990761000000001,SatDddSclTotalizer,0.006070548,ok,9.002077,6.264081,9.002077,7.655346000000001,0.009575111,8,9,95,11,1
0.003201949,2.295238095238095,12.625,126,33,10,InfiniteSteps180,30,81,10,6,trackA7,11,482,229,80,1,8.524407,SatDddSclTotalizer,0.004863666,ok,7.576307,4.268575,7.576307,7.409183,0.008065335,8,5,71,10,1
0.3245160560000002,57.29518619436875,19.88888931274414,4862,33,146,InfiniteSteps180,31,841,146,319,trackA8,8479,63082,38150,840,4,24384.068511999998,SatDddSclTotalizer,24.052214982,ok,24375.290012,71.06813600000001,24375.290012,17931.609716,24.376730758,27,724,104,146,1
0.03835691899999999,8.372262773722628,20.049999237060547,2616,33,43,InfiniteSteps180,32,535,43,35,trackA9,420,6882,4660,534,4,263.160971,SatDddSclTotalizer,0.223784027,ok,261.457895,12.618299,261.457895,192.224956,0.262140646,20,196,327,43,1
0.014399310999999998,4.481889763779527,18.176469802856445,1632,33,33,InfiniteSteps180,33,309,33,27,trackA10,186,2846,1620,308,1,60.959404,SatDddSclTotalizer,0.045877452,ok,59.165129,7.551804,59.165129,48.003879999999995,0.060276442,17,101,201,33,1
0.7227434899999992,127.0797041906327,20.482759475708008,6144,33,,InfiniteSteps180,34,1215,86,709,trackA11,28365,154656,74108,1215,11,122707.50393199999,SatDddSclTotalizer,121.963451944,timeout,51982.466125,74.469471,,,122.686195169,29,1136,64,126,1
1.4597540480000077,228.64549839228295,21.714284896850586,6393,33,,InfiniteSteps180,35,2190,0,1161,trackA12,56128,284435,139367,2190,1,120322.277442,SatDddSclTotalizer,118.811539059,timeout,46249.992993,133.061978,,,120.271292825,28,2152,35,216,1
0.013409827,3.925233644859813,17.33333396911621,2022,25,14,InfiniteSteps180,36,253,14,14,trackB1,99,2520,1510,252,1,48.814206999999996,SatDddSclTotalizer,0.034777808,ok,46.964824,9.475413,46.964824,41.855819000000004,0.048187337,18,50,196,14,1
0.0027957100000000007,2.5294117647058822,14.800000190734863,87,25,26,InfiniteSteps180,37,67,26,11,trackB2,18,387,170,66,2,7.433053999999999,SatDddSclTotalizer,0.004207165,ok,6.5362420000000006,3.461278,6.5362420000000006,4.455148,0.007002583,5,10,50,26,1
0.003245864,3.184971098265896,16.799999237060547,136,20,4,InfiniteSteps180,38,71,4,12,trackB3,23,551,288,71,1,7.824018000000001,SatDddSclTotalizer,0.003976415,ok,3.882847,3.882847,6.750804,6.750804,0.007221949,5,16,51,4,1
0.031587741,7.706686930091186,15.949999809265137,2246,25,341,InfiniteSteps180,39,314,341,46,trackB4,325,5071,3296,314,2,144.277916,SatDddSclTotalizer,0.111578294,ok,134.988465,17.234295,139.792265,139.792265,0.14316567,20,142,162,341,1
0.004551615,4.382513661202186,17.799999237060547,136,25,11,InfiniteSteps180,40,94,11,13,trackB5,46,802,449,94,1,11.938936,SatDddSclTotalizer,0.006786791,ok,5.165058999999999,3.969056,10.647788,10.647788,0.011338106,5,24,64,11,1
0.0022258799999999995,1.7006369426751593,15.199999809265137,93,25,2,InfiniteSteps180,41,42,2,4,trackB6,4,267,94,42,1,4.999804,SatDddSclTotalizer,0.002385237,ok,4.070982,2.882787,4.1651229999999995,4.1651229999999995,0.004610832,5,1,37,2,1
0.038443637,8.041005291005291,15.25,2865,25,318,InfiniteSteps180,42,378,318,39,trackB7,480,6079,3692,378,2,218.506842,SatDddSclTotalizer,0.178681319,ok,213.86155200000002,18.181686,216.516947,216.516947,0.217124666,24,165,203,318,1
0.003989592,3.7985611510791366,13.399999618530273,72,25,12,InfiniteSteps180,43,137,12,14,trackB8,22,528,305,137,2,12.906795,SatDddSclTotalizer,0.008399939,ok,11.665323,3.577401,11.734566000000001,11.734566000000001,0.01238926,5,15,115,12,1
0.011347648999999998,11.309644670050762,13.571428298950195,150,25,51,InfiniteSteps180,44,205,51,62,trackB9,224,2228,1321,204,1,41.064353,SatDddSclTotalizer,0.029066038,ok,36.730332999999995,8.204622,36.730332999999995,31.369677,0.040413378,7,116,80,51,1
0.0024495830000000004,1.6096256684491979,12.857142448425293,126,25,41,InfiniteSteps180,45,51,41,3,trackB10,5,301,94,51,1,5.519307,SatDddSclTotalizer,0.002667377,ok,4.408417,2.588846,4.533203,4.533203,0.005116665,7,2,42,41,1
0.03987057599999999,7.1773584905660375,15.399999618530273,3202,25,391,InfiniteSteps180,46,368,391,36,trackB11,355,5706,3722,368,3,195.930385,SatDddSclTotalizer,0.153946624,ok,191.101659,16.752561999999998,193.10271,193.10271,0.19381688,25,152,204,391,1
0.017906919000000007,6.598290598290598,16.214284896850586,970,25,88,InfiniteSteps180,47,175,88,45,trackB12,325,3088,1584,175,2,84.26620799999999,SatDddSclTotalizer,0.065279227,ok,78.97785,6.901803,82.162147,82.162147,0.083185832,14,111,55,88,1
0.13300475999999994,16.52855993563958,20.931034088134766,5915,33,81,InfiniteSteps180,48,711,81,54,stationA1,1501,20545,14809,710,1,2219.665527,SatDddSclTotalizer,2.083802089,ok,2215.786331,36.354531,2215.786331,1758.1096980000002,2.216806564,29,437,265,81,1
0.08664162500000006,16.36820512820513,19.0,3735,33,59,InfiniteSteps180,49,536,59,64,stationA2,1294,15959,11232,535,1,1080.415107,SatDddSclTotalizer,0.992480666,ok,1078.119759,21.534252,1078.119759,838.89085,1.0791220049999999,25,316,212,59,1
0.03405350899999998,8.830601092896174,22.375,2061,33,26,InfiniteSteps180,50,535,26,34,stationA3,289,6464,4751,534,1,244.065457,SatDddSclTotalizer,0.208979341,ok,242.408982,12.366856,242.408982,236.622682,0.243032528,16,153,374,26,1
0.014192355000000004,5.259057971014493,19.214284896850586,1175,33,22,InfiniteSteps180,51,349,22,22,stationA4,103,2903,2002,348,1,64.916416,SatDddSclTotalizer,0.04996546,ok,63.582926,9.409319,63.582926,55.255894,0.064157521,14,76,266,22,1
0.010614346,5.244725738396625,19.25,876,33,23,InfiniteSteps180,52,202,23,25,stationA5,116,2486,1607,202,1,42.022276,SatDddSclTotalizer,0.030834181,ok,40.260427,7.763604,40.90516,40.90516,0.041448242,12,71,125,23,1
