algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.025423145,2.1255028157683027,20.931034088134766,5915,33,5526,Continuous,0,230,5526,10,origA1,1300,2642,1300,36,1,33.560567999999996,MaxSatDddLadderRC2,0.00733395,ok,0.032756209,29,49,143,5526
0.016661112000000002,2.3230769230769233,19.0,3735,33,5804,Continuous,1,203,5804,17,origA2,1150,2265,1150,83,1,40.971069,MaxSatDddLadderRC2,0.02409462,ok,0.040755226,25,57,61,5804
0.008240449,1.7677595628415301,22.375,2061,33,1329,Continuous,2,133,1329,7,origA3,524,1294,524,27,1,9.320421000000001,MaxSatDddLadderRC2,0.001011826,ok,0.009251727,16,15,91,1329
0.005478788,1.9293478260869565,19.214284896850586,1175,33,2706,Continuous,3,98,2706,8,origA4,477,1065,477,25,1,6.0919360000000005,MaxSatDddLadderRC2,0.000573351,ok,0.006051505,14,13,60,2706
0.0052863549999999995,1.9683544303797469,19.25,876,33,2634,Continuous,4,104,2634,8,origA5,431,933,431,15,1,6.007434,MaxSatDddLadderRC2,0.00067964,ok,0.00596539,12,11,76,2634
0.002916518,1.738562091503268,18.625,307,33,2043,Continuous,5,93,2043,4,origA6,218,532,218,10,1,3.350044,MaxSatDddLadderRC2,0.000382522,ok,0.003298537,8,2,79,2043
0.002233446,2.657142857142857,12.625,126,33,1918,Continuous,6,81,1918,9,origA7,330,558,330,12,1,2.566525,MaxSatDddLadderRC2,0.000316162,ok,0.002549221,8,7,62,1918
0.10908897199999501,5.1603260869565215,19.214284896850586,4877,33,,Continuous,7,997,22574,36,origA8,4048,5697,4048,879,1,120007.87636699999,MaxSatDddLadderRC2,119.893428012,timeout,120.00251606,28,115,2,37305
0.017054174000000002,3.1094890510948905,20.049999237060547,2616,33,6178,Continuous,8,237,6178,11,origA9,1570,2556,1570,64,1,34.745641,MaxSatDddLadderRC2,0.016464916,ok,0.033518519,20,68,103,6178
0.012452934999999998,3.382677165354331,18.176469802856445,1632,33,4746,Continuous,9,231,4746,14,origA10,1393,2148,1393,52,1,28.358904,MaxSatDddLadderRC2,0.015772309,ok,0.02822468,17,46,131,4746
0.028815284000000004,3.3795081967213116,19.83333396911621,6162,33,3331,Continuous,10,224,3331,13,origA11,2594,4123,2594,91,1,89.994173,MaxSatDddLadderRC2,0.060888453,ok,0.089703154,30,95,36,3331
0.07445857300000114,3.797427652733119,21.714284896850586,6393,33,4247,Continuous,11,609,4247,14,origA12,3159,4724,3159,409,1,18692.947995000002,MaxSatDddLadderRC2,18.615752887,ok,18.690210873,28,96,102,4247
0.005293309,1.250778816199377,17.33333396911621,2022,25,969,Continuous,12,92,969,4,origB1,152,803,152,6,1,5.555032,MaxSatDddLadderRC2,0.000225393,ok,0.005518168,18,3,83,969
