algorithm_time,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,internal_cost,intervals,iteration,lb,name,resource_constraints,sol_time,solver_name,solver_time,status,total_time,trains,travel_constraints,ub
0.038418842,20.05,2616,33,7655,Continuous,35,7654.999999999957,0,1,7648.1103013,addstationA9,5232,0.401738698,BigM_CPLEX,0.36,ok,0.44015754,20,802,7655.0
0.032468455,17.333333333333332,2022,25,4246,Continuous,36,4245.999999999967,0,1,4243.8961313,addstationB1,4044,0.272412526,BigM_CPLEX,0.24,ok,0.304880981,18,624,4246.0
0.018793192,12.857142857142858,126,25,8761,Continuous,37,8760.999999999956,0,1,8761.0,addstationB10,252,0.026128155,BigM_CPLEX,0.01,ok,0.044921347,7,180,8761.0
0.039917167,15.4,3202,25,72973,Continuous,38,72972.9999999993,0,1,72900.959504,addstationB11,6404,0.745782209,BigM_CPLEX,0.7,ok,0.7856993760000001,25,770,72973.0
0.023882492,16.214285714285715,970,25,20947,Continuous,39,20947.0,0,1,20933.0,addstationB12,1940,0.141617257,BigM_CPLEX,0.12,ok,0.165499749,14,454,20947.0
0.019646397,14.8,87,25,4798,Continuous,40,4798.0,0,1,4798.0,addstationB2,174,0.026277679,BigM_CPLEX,0.01,ok,0.045924076,5,148,4798.0
0.018722704,16.8,136,20,674,Continuous,41,673.9999999999927,0,1,674.0,addstationB3,272,0.02750781,BigM_CPLEX,0.01,ok,0.046230514,5,168,674.0
0.032065524,15.95,2246,25,62616,Continuous,42,62615.999999996326,0,1,62561.776685,addstationB4,4492,0.298290553,BigM_CPLEX,0.26,ok,0.330356077,20,638,62616.0
0.016083724,17.8,136,25,1485,Continuous,43,1485.0,0,1,1485.0,addstationB5,272,0.028120721,BigM_CPLEX,0.01,ok,0.044204445,5,178,1485.0
0.023552657,15.2,93,25,461,Continuous,44,461.0,0,1,461.0,addstationB6,186,0.023217901,BigM_CPLEX,0.01,ok,0.046770558000000004,5,152,461.0
0.036109347,15.25,2865,25,59333,Continuous,45,59332.99999999971,0,1,59279.0,addstationB7,5730,0.551516968,BigM_CPLEX,0.5,ok,0.5876263150000001,24,732,59333.0
0.019268648,13.4,72,25,2300,Continuous,46,2299.999999999803,0,1,2300.0,addstationB8,144,0.024171433,BigM_CPLEX,0.01,ok,0.043440081,5,134,2300.0
0.018955386,13.571428571428571,150,25,12006,Continuous,47,12006.0,0,1,12006.0,addstationB9,300,0.032473832,BigM_CPLEX,0.01,ok,0.051429218,7,190,12006.0
0.058233333,20.93103448275862,5915,33,9621,Continuous,48,9620.99999864046,0,1,9620.9999986,addtrackA1,11830,0.711406535,BigM_CPLEX,0.63,ok,0.769639868,29,1214,9620.9999986
0.030396984,18.176470588235293,1632,33,4812,Continuous,49,4811.999999999845,0,1,4812.0,addtrackA10,3264,0.125786659,BigM_CPLEX,0.09,ok,0.15618364299999998,17,618,4812.0
0.058115214,20.482758620689655,6144,33,17223,Continuous,50,17223.0,0,1,13138.897732,addtrackA11,12288,120.113380837,BigM_CPLEX,120.02,ok,120.17149605099999,29,1188,17223.0
0.065406778,21.714285714285715,6393,33,18515,Continuous,51,18514.99999990553,0,1,15079.614762,addtrackA12,12786,120.09817661,BigM_CPLEX,120.01,ok,120.16358338799999,28,1216,18514.99999990553
0.04487016,19.0,3735,33,6859,Continuous,52,6858.999999999745,0,1,6856.0,addtrackA2,7470,0.693987729,BigM_CPLEX,0.64,ok,0.738857889,25,950,6859.0
0.031808586,22.375,2061,33,2077,Continuous,53,2076.9999999999127,0,1,2077.0,addtrackA3,4122,0.162741555,BigM_CPLEX,0.13,ok,0.194550141,16,716,2077.0
0.025263553,19.214285714285715,1175,33,2069,Continuous,54,2068.9999999999645,0,1,2069.0,addtrackA4,2350,0.089564134,BigM_CPLEX,0.06,ok,0.11482768700000001,14,538,2069.0
0.02952074,19.25,876,33,2773,Continuous,55,2772.9999999999636,0,1,2773.0,addtrackA5,1752,0.083206084,BigM_CPLEX,0.06,ok,0.112726824,12,462,2773.0
0.02027171,18.625,307,33,1679,Continuous,56,1678.9999999999563,0,1,1679.0,addtrackA6,614,0.035627265,BigM_CPLEX,0.02,ok,0.055898975,8,298,1679.0
0.019724241,12.625,126,33,1393,Continuous,57,1392.9999999999127,0,1,1393.0,addtrackA7,252,0.028020264,BigM_CPLEX,0.01,ok,0.047744505,8,202,1393.0
0.054107159,19.88888888888889,4862,33,24441,Continuous,58,24440.999999999938,0,1,24416.721428,addtrackA8,9724,30.644006049,BigM_CPLEX,30.58,ok,30.698113208000002,27,1074,24441.0
0.036810405,20.05,2616,33,6310,Continuous,59,6309.999999999913,0,1,6305.0,addtrackA9,5232,0.249131403,BigM_CPLEX,0.21,ok,0.285941808,20,802,6310.0
0.030544129,17.333333333333332,2022,25,1507,Continuous,60,1506.999999999418,0,1,1507.0,addtrackB1,4044,0.156185877,BigM_CPLEX,0.12,ok,0.186730006,18,624,1507.0
0.019887997,12.857142857142858,126,25,6912,Continuous,61,6911.999999999998,0,1,6912.0,addtrackB10,252,0.027098591,BigM_CPLEX,0.01,ok,0.046986588,7,180,6912.0
0.038862634,15.4,3202,25,68844,Continuous,62,68843.99999999959,0,1,68817.386861,addtrackB11,6404,0.329983468,BigM_CPLEX,0.28,ok,0.368846102,25,770,68844.0
0.027171658,16.214285714285715,970,25,15182,Continuous,63,15181.999999999913,0,1,15182.0,addtrackB12,1940,0.157296256,BigM_CPLEX,0.13,ok,0.184467914,14,454,15182.0
0.015825385,14.8,87,25,4404,Continuous,64,4404.0,0,1,4404.0,addtrackB2,174,0.023725469,BigM_CPLEX,0.01,ok,0.039550853999999996,5,148,4404.0
0.016386348,16.8,136,20,596,Continuous,65,596.0,0,1,596.0,addtrackB3,272,0.025828987,BigM_CPLEX,0.01,ok,0.042215335,5,168,596.0
0.032973721,15.95,2246,25,60558,Continuous,66,60557.99999999994,0,1,60558.0,addtrackB4,4492,0.203292414,BigM_CPLEX,0.16,ok,0.236266135,20,638,60558.0
0.019053996,17.8,136,25,1662,Continuous,67,1662.0,0,1,1662.0,addtrackB5,272,0.028309834,BigM_CPLEX,0.01,ok,0.047363829999999996,5,178,1662.0
0.019623743,15.2,93,25,209,Continuous,68,208.9999999999336,0,1,209.0,addtrackB6,186,0.025483354,BigM_CPLEX,0.01,ok,0.045107097,5,152,209.0
0.037219388,15.25,2865,25,56119,Continuous,69,56118.999999999796,0,1,56067.932231,addtrackB7,5730,0.321242466,BigM_CPLEX,0.27,ok,0.358461854,24,732,56119.0
0.018893692,13.4,72,25,1906,Continuous,70,1905.999999999956,0,1,1906.0,addtrackB8,144,0.025690907,BigM_CPLEX,0.01,ok,0.044584599,5,134,1906.0
0.020655068,13.571428571428571,150,25,8593,Continuous,71,8593.0,0,1,8592.5983264,addtrackB9,300,0.033886118,BigM_CPLEX,0.02,ok,0.054541186,7,190,8593.0
